"","LessonId","Submitter1","Title","Abstract","Lesson","Organization","LessonDate","MissionDirectorate","SafetyIssue","Categories","DocNum","Topic","Category","url"
"224",2876,"Sheldon, David ","Battery Explosion","A lead acid battery used for emergency generator starting burst and spread surfuric acid within close proximity of the generator. Diesel Generators (stand-by use) are located in a room at the facility that must be accessed by personnel for reasons other than maintenance. Personnel cannot be expected to recognize the presence and potential hazards of dangerous battery failures at undetermined times.  Preventative maintenance schedules will include increased checks and ensure appropriate barriers are purchased and/or constructed to prevent personnel exposure to battery faults for all generators.","Charging a lead-acid battery produces hydrogen and oxygen gasses which creates pressure inside the battery. Battery explosions can occur and have been reported in industry. One conclusion is when one or more cells have a high concentration of hydrogen gas because the vent cap was plugged or defective and did not release the gas effectively an unsafe condition is created. In addition, when electrolyte levels fall below the top of the plates, a low resistive bridge can form at the top of the plates and when current starts to flow, it can cause an arc or spark in one of the cells to intensify that condition. This combination of events ignites the gas, blows the battery case cover off and spatters electrolyte with potentially injuring unaware personnel and to further damage associated equipment.","IVV",2010-06-16,"",FALSE,"Program Management, Energetic Materials - Explosive / Propellant / Pyrotechnic, Facilities, Hazardous / Toxic Waste / Materials, Risk Management / Assessment, Safety & Mission Assurance, Maintenance, ",230,18,"Program Management","https://nen.nasa.gov/web/11/viewall/-/viewall/2876"
"225",3296,"Pitt, Annette ","Verify Sound Suppression Piping Is Pre-Filled To Lowest Nozzles Prior To Tank Fill","For the Space Shuttle Program, a Sound Suppression Water System was installed on the launch pads to protect the orbiter and its payloads from damage by acoustical energy and rocket exhaust reflected from the flame trench and Mobile Launcher Platform during launch. Filling the Sound Suppression Water Systemês tank and riser, and prefilling its lines, can normally be done in less than 2 hours (not including time for relocation of technicians). However, if the piping were completely drained (e.g., for a valve inspection or inspection of the internal piping), filling the lines, tank, and riser would take about 8 hours. A launch can be delayed if the schedule does not account for this extra time for filling.","To avoid launch delays, the water lines in the Sound Suppression Water System should be prefilled before the start of the countdown. 
<CENTER>  <TABLE BORDER=2>
     <IMG  WIDTH=""566""  ALT=""Engineers observe water being pumped on the launch pad through the Sound Suppression System""  TITLE=""Engineers observe water being pumped on the launch pad through the Sound Suppression System""  SRC=""/llis_lib/images/1036016main_PadB2002Flowtest.jpg""  HEIGHT=""411""  ALIGN=""Bottom""  BORDER=""0"" />        <IMG  WIDTH=""566""  ALT=""Sound Suppression Water System Schematic""  TITLE=""Sound Suppression Water System Schematic""  SRC=""/llis_lib/images/1036017main_Sound%20Suppression%20Water%20System%20line.jpg""  HEIGHT=""411""  ALIGN=""Bottom""  BORDER=""0"" />     
     Figure 1: Engineers observe water being pumped on the launch pad through the Sound Suppression System           Figure 2: Sound Suppression Water System Schematic         </CENTER>
<br/><IMG  WIDTH=""566""  ALT=""Water lines and 48"" Valves""  TITLE=""Water lines and 48"" Valves""  SRC=""/llis_lib/images/1036018main_Water%20line%20and%2048%20inch%20valves%20V-28andV-29.jpg""  HEIGHT=""411""  ALIGN=""Bottom""  BORDER=""0"" /><br/>
Figure 3: Water lines and 48"" Valves","KSC",2010-06-10,"Exploration Systems, Space Operations, ",FALSE,"Ground support systems, Launch support systems, Maintenance, ",231,2,"Ground support systems","https://nen.nasa.gov/web/11/viewall/-/viewall/3296"
"226",3297,"Hallam, Richard ","Place Pneumatic Panels in an Air-Conditioned Environment","Pneumatic regulation panels are currently subject to extremes of both weather and launch conditions (spray, temperature extremes, and humidity).  To eliminate the temperature-induced pressure changes, place the pneumatic panels in an air-conditioned environment.","Changes in ambient temperature cause the control pressure to change, which requires frequent readjustment to the regulators. The humidity/ocean spray/launch residue condense on the pneumatic panels and their components and cause corrosion that requires more frequent repairs to be performed.","KSC",2010-06-10,"Space Operations, ",FALSE,"Ground Equipment, Simulators and Training Systems, Ground support systems, Maintenance, Engineering design and project processes and standards, ",232,13,"Ground Equipment","https://nen.nasa.gov/web/11/viewall/-/viewall/3297"
"227",3639,"Pitt, Annette ","Proper Handling and Lifting of Trajectory Control Sensor (TCS)","During the STS-101 vehicle processing, technicians were tasked to remove the Trajectory Control Sensor (TCS) box from the external airlock truss assembly. Because access to this area is limited, the bridge bucket would be used to remove the TCS. Though the technicians were using proper tools and safety equipment when performing the removal, they almost dropped the TCS box because they did not know how heavy the box was. Not only did the potential for flight hardware damage occur, but one of the technicians injured his back. Subsequent review of the incident revealed the following: 

  The work authorizing document did not include the proper warnings or cautions or the weight of the TCS box (62 lb).     

   Weight and location of the TCS box (limited access) compounded the potential for injury to personnel and damage to flight hardware.     

   The need for a lifting fixture was not identified during the initial design of the hardware nor was proper ground support equipment (GSE) provided for lifting.     </ul>","Access to the box in order to remove it is limited because of its location on the forward truss of the airlock. Removing the box would have been easier if a lifting sling had been provided. A lift sling was designed and used on subsequent removal and installation operations.","KSC",2010-06-09,"Space Operations, ",FALSE,"Entry Systems, Environmental Control and Life Support Systems, Ground processing and manifesting, Ground support systems, Early requirements and standards definition, Impact of human factors on systems requirements and designs, Human factors planning, ",233,10,"Entry Systems","https://nen.nasa.gov/web/11/viewall/-/viewall/3639"
"228",4596,"Pitt, Annette ","Deaeration of Hydraulic Fluid","The original system providing deaeration of hydraulic oil could not meet Space Shuttle launch requirements and had to be modified during an operational time frame. In the future, ground support equipment should be tested to ensure it meets requirements before being put into operational use.","The equipment originally used for deaeration of hydraulic fluid was not adequate to meet the requirement to keep the proportion of dissolved air in the Orbiterês hydraulic fluid below 1 volume percent. This equipment had to be modified while launch processing operations were underway in order to keep the mission on schedule. An improved system for continuous, rapid deaeration of hydraulic oil was subsequently developed. Equipment should be tested to verify that it can perform its required functions before it is used in an operational program.","KSC",2010-06-09,"Space Operations, ",FALSE,"Ground processing and manifesting, Systems analysis - cost analysis, ",234,4,"Ground processing and manifesting","https://nen.nasa.gov/web/11/viewall/-/viewall/4596"
"229",3101,"Pitt, Annette ","Orbiter Spotting Laser System","Properly –spotting,” or accurately positioning, the Space Shuttle orbiter in the Orbiter Processing Facility (OPF) on the first roll-in attempt rarely occurred before the orbiter laser spotting system was put into use. The cost associated with delays was significant because employees had to wait for the spotting operation to be completed before they could begin work. In addition to the cost savings, a timely –spot” protected the orbiter and Shuttle workers from the elements when inclement weather approached the OPF. This lesson describes the orbiter spotting system and the guidelines followed to use it successfully.","The orbiter laser spotting system became a very useful visual aid to spotting, although using it still relied on the experience and skill of its operators. The following guidelines were key to making it successful: 
      Determine the amount of correction needed by towing a short distance with the laser on the tug target centerline.
      Apply the correction determined necessary and follow this new reference line on the target. Continue on a straight line using this new reference line without correcting for the NLG.
      Upon reaching the forward jacks with the tug, make sure the RMLG laser is clearly within tolerance. If not, back out the orbiter completely and retry the spotting operation.
      Once the tug clears the floor jacks, make the correction(s) needed to spot the NLG. The main landing gear (MLG) should remain within tolerance even with a significant NLG correction because of the short distance required to spot the NLG.      ","KSC",2010-06-08,"Space Operations, ",FALSE,"Ground support systems, Human factors planning, ",235,5,"Ground support systems","https://nen.nasa.gov/web/11/viewall/-/viewall/3101"
"230",6342,"Burns, Edward ","Importance of Detailed Post-Flight Reconstruction and Performance Assessment During the Life of a Flight Program","During some periods of the Space Shuttle Program, post-flight reconstruction and performance assessment were reduced as a cost saving measure. This reduction in the scope and detail of post-flight reconstruction and performance assessment precluded the detection of inaccuracies in the definition of induced environments for the design of the Space Shuttle vehicle.","Detailed post-flight reconstruction and performance assessment is necessary to ensure the adequacy of the space vehicle design environments and the sustained safe performance of the vehicle.","JSC",2010-06-08,"Space Operations, ",FALSE,"Program Management, Affect of Cultural factors on long-term human and robotic missions, Risk management, Review systems and boards, Long term sustainability and maintenance planning, Systems analysis - cost analysis, ",236,8,"Program Management","https://nen.nasa.gov/web/11/viewall/-/viewall/6342"
"231",3100,"Pitt, Annette ","Missing Washers During Orbiter Ferry","In 1997, part of the aft attaching hardware used for the Space Shuttle orbiterês ferry flights was not installed during an orbiter/Shuttle Carrier Aircraft (SCA) mate operation, and the orbiter was ferried to Palmdale, CA, for an Orbiter Maintenance Down Period (OMDP) in a nonconforming configuration. It is essential to provide a secondary means of verification, such as a borescope inspection, of all critical hardware installations to verify that correct hardware is installed.","Although the work steps to install the aft ferry-flight attach hardware were witnessed by the technicians, quality inspectors, and NASA, the installation of the conical washers was overlooked. The washers were not installed, causing the spherical washer chamfer to bind on the stress relief radius of the bolt shank to the head. After the hardware was removed from the SCA/orbiter, a missing part was identified as the MD153-5004-0032 washer from drawing M072-560001-018 (Ref Zone 63G). Spherical bearing V074-560106-002 was swaged/galled onto the bolt V074-560125-001 on the left-hand side, but the right-hand bearing was not swaged in place. <br/>
<br/>
In addition, when torquing problems were encountered during installation of the flight attach hardware, the hardware should have been removed and inspected.","KSC",2010-06-08,"Space Operations, ",FALSE,"Ground Equipment, Lifting Devices, Logistics, Parts, Materials, & Processes, Transportation, Ground support systems, Quality, Human factors planning, ",237,13,"Ground Equipment","https://nen.nasa.gov/web/11/viewall/-/viewall/3100"
"232",3256,"Pitt, Annette ","Orbiter Lifting Sling Damage","Lasers and targets are useful for visually aligning or leveling two objects over a significant distance.","The sling can easily become skewed if the forklift operator and the crane operator do not follow the same course. However, it was extremely difficult to know if they were following the same course because there was approximately 60 feet between the forklift and the overhead crane.","KSC",2010-06-08,"Space Operations, ",FALSE,"Mission Operations and Ground Support Systems, Ground support systems, ",238,31,"Mission Operations and Ground Support Systems","https://nen.nasa.gov/web/11/viewall/-/viewall/3256"
"233",3220,"Pitt, Annette ","Dynatube Seal Savers","The highly polished sealing surfaces of Dynatube fittings are susceptible to incurring defects across the sealing surfaces, which may result in a decrease in the ability to achieve a leak free joint. The probability of incurring a defect is compounded in designs with a limited envelope for access, or where repetitive disconnections/connections are required.  In applications where access for replacement is not feasible, i.e. where hazards exist, or an assessment of the risk for collateral system damage is high, an alternative method for repair is available.  The Dynatube –Seal Saver” developed by the Johnson Space Center, consists of a Teflon coated stainless steel ring, which can be inserted upon initial installation as a mitigation factor against subsequent damage, or when upon inspection, minor radial defects detected across the sealing surfaces would otherwise allow for a leak to propagate.","Dynatube fittings are a time proven dynamically acceptable fitting for space craft. It can be used in both propellant and high pressure clean gas design applications. Proper access should be afforded in the use of dynatube fittings for disconnection/connection and repetitive use.","KSC",2010-06-08,"Aeronautics Research, Exploration Systems, Space Operations, ",FALSE,"Lander Systems, Orbiting Vehicles, Propulsion, Spacecraft and Spacecraft Instruments, Maintenance, Reliability, Engineering design and project processes and standards, Human factors planning, ",239,1,"Lander Systems","https://nen.nasa.gov/web/11/viewall/-/viewall/3220"
"234",3157,"Pitt, Annette ","Environmental Control System (ECS) Purge Support Requirements","When Environmental Control System (ECS) purge support requirements for the Orbiter were originally developed, they identified the parameters of the purge and when a purge should be started and ended while the Orbiter was in different locations. The requirements did not address unplanned purge outages or times when excursions outside the purge parameters occurred. At some point actual testing should be performed to determine the effects of a purge outage or temperature/humidity excursion on the spacecraft.","If you plan to provide an ECS purge for long periods during spacecraft ground processing, it is better to have a requirement to cover unplanned purge outages and excursions from the beginning.","KSC",2010-06-08,"Space Operations, ",FALSE,"Ground processing and manifesting, Ground support systems, Configuration control and data management, Mission concepts and life-cycle planning, Planning of requirements verification processes, ",240,13,"Ground processing and manifesting","https://nen.nasa.gov/web/11/viewall/-/viewall/3157"
"235",5476,"Pitt, Annette ","The Value of Post Flight Reports and System Reviews in Understanding and Correcting Space Craft Anomalies","System reviews conducted by the Chief Engineer can correlate space vehicle performance to the effects on flight hardware using the Space Shuttle System as a model","After compiling post flight inspection reports and adding a detailed systems review conducted by the Chief Engineer, the NASA community can correlate space vehicle performance to the effects to flight hardware. Data can be used to identify these common issues that continually reoccur, so that they can be addressed and eliminated. Post flight reviews also help to understand aerothermal effects on space hardware and validate existing analysis data.","KSC",2010-06-03,"Space Operations, ",FALSE,"Review boards, Program level review processes, Maintenance, Product Assurance, Reliability, Review systems and boards, Engineering design and project processes and standards, ",241,32,"Review boards","https://nen.nasa.gov/web/11/viewall/-/viewall/5476"
"236",3041,"Unknown","Hardware Interface Module (HIM) Power Assembly Reliability","The lack of visibility during the design process and the inability to inspect drawings for the HIM Power Assembly (HPA), an element of the Hardware Interface Module (HIM) resulted in numerous product modifications to address both safety and reliability issues _ one of which resulted in a fire in an HPA in Orbiter Processing Facility (OPF) 3. Active involvement by end item sustainers into the vendor design and production processes would have minimized these issues.","The primary lessons learned from this experience are that improper vetting and subsequent monitoring of a contractor can lead to numerous and significant issues later. <br/>
<br/>
The second contractor was selected by the first contractor and the visibility to both NASA and USA was extremely limited from the very beginning. After the initial contract was cancelled and the production contract for HIMs (which are the system that the HPAs supported) was awarded to a third company, their position was that this was a commercial-off-the-shelf (COTS)  item to them since NASA directed them to use this LRU. It was only after the quality and workmanship issues became known (and the subsequent IG investigation) that the numerous issues with the HPA would have to be addressed. The inaccuracy of the drawings and inconsistency with respect to the workmanship within the HPAs were merely symptoms of the overall problems with the processes at the second contractor.","KSC",2010-06-02,"Space Operations, ",FALSE,"Configuration control and data management, Acquisition / procurement strategy and planning, Business processes, Communications between different offices and contractor personnel, Configuration and data management, Contractor relationships, Advanced planning of safety systems, Configuration Change Control, Product Assurance, Quality, Reliability, Engineering design and project processes and standards, Long term sustainability and maintenance planning, Planning of requirements verification processes, ",242,4,"Configuration control and data management","https://nen.nasa.gov/web/11/viewall/-/viewall/3041"
"237",3236,"Pitt, Annette ","Flame Trench Refractory Failure Modes","The Fondu Fyre (a type of heat-resistant concrete) and brick materials used in the flame trench refractory at Launch Pad 39A were originally specified for the Apollo program, which had a different launch environment than the Space Shuttle program. When a large area of the refractory brick on the east surface of the flame trench failed during a launch in 2008, an investigation determined that future programs would need a better method for inspecting the launch trench refractory, a better definition of vehicle load requirements and environments, an analysis of new types of refractory materials, and a risk analysis for flame trench failure modes.","The fact that a legacy system has never failed catastrophically does not guarantee that it will not fail in the future. Vehicle load requirements and environments need to be defined when new launch vehicles are developed. If more comprehensive inspection methods had been used when material erosion was first becoming more noticeable in the flame trench, the failureês impact on the program might have been lessened.","KSC",2010-06-01,"Exploration Systems, Space Operations, ",FALSE,"Launch Systems, Maintenance, Long term sustainability and maintenance planning, ",243,9,"Launch Systems","https://nen.nasa.gov/web/11/viewall/-/viewall/3236"
"238",3336,"Pitt, Annette ","Contamination Control Operational Maintenance Requirements and Specifications Document Requirements (OMRSD)","Contamination control facility environmental Operational Maintenance Requirements and Specifications Document (OMRSD) requirements were created before it was determined if they were even achievable during normal Orbiter processing at the Orbiter Processing Facility (OPF) high bays, and before it was determined if they were really warranted to protect the cleanliness level of the exposed Orbiter Payload Bay. <br/>
<br/>After processing problem reports and waivers and/or exceptions to the OMRSD requirements for a number of missions, it was determined that violating the OMRSD requirements during normal processing was not causing any obvious detrimental effects to the flight hardware from a contamination control perspective. Therefore, the facility OMRSD requirements were determined to be no longer warranted and were deleted per RCN KV9009M2.","Data collection during a number of Orbiter processing flows was necessary to determine which facility contamination control OMRSD requirements were truly warranted to achieve and/or maintain the required flight hardware cleanliness level. Those OMRSD requirements that were not warranted were deleted in accordance with RCN KV9009M2.","KSC",2010-05-27,"Space Operations, ",FALSE,"Ground processing and manifesting, Configuration control and data management, Level II/III requirements definition, ",244,16,"Ground processing and manifesting","https://nen.nasa.gov/web/11/viewall/-/viewall/3336"
"239",3197,"Unknown","Proof-Load Testing of Ground Support Equipment (GSE) Platforms, Slings, and Handling Fixtures Versus Rated Load Testing","For many years Ground Support Equipment (GSE) was periodically proof loaded based on NSTS 08171, Operations and Maintenance Requirements and Specifications Documents (OMRSDs) File VI requirements. This caused premature wear of components, decreased safety, and increased time to perform maintenance. Reliability Centered Maintenance (RCM) methodology was used to determine optimum maintenance tactics for GSE and flight assets.","Annual proof load testing could be replaced with nondestructive evaluation (NDE) inspection of the critical welds. Proof load of GSE can be replaced with visual/NDE inspections and rated load tests. KNPR 8715.3 provides a section for the nonload test of slings and lifting fixtures. In the case of the OMS pod handling fixture, it is 200% of rated load. In most other cases, it is 150%.","KSC",2010-05-26,"Space Operations, ",FALSE,"Ground processing and manifesting, Configuration control and data management, Early requirements and standards definition, Maintenance, Engineering design and project processes and standards, Long term sustainability and maintenance planning, Planning of requirements verification processes, ",245,33,"Ground processing and manifesting","https://nen.nasa.gov/web/11/viewall/-/viewall/3197"
"240",2896,"Pitt, Annette ","GOX Vent Hood Failsafe Jackscrew","On the Space Shuttle launch tower, the swing arms that raise the gaseous oxygen (GOX) vent hood incorporate a jackscrew assembly.  An addition to a commercial off-the-shelf (COTS) jackscrew assembly was designed and implemented. The failure of one of the jackscrews used to raise and lower the GOX vent hood was traced to wear of the drive nut threads. Close inspection of moving equipment should be performed on a regular basis, regardless of the lack of published criteria.","Close inspection of moving equipment should be performed on a regular basis regardless of the lack of published criteria.","KSC",2010-05-21,"Exploration Systems, Space Operations, ",FALSE,"Administration / Organization, Ground Equipment, Ground Operations, Hardware, Lifting Devices, Entry Systems, Ground support systems, Launch support systems, Logistics and maintenance, Maintenance, Reliability, Long term sustainability and maintenance planning, ",246,10,"Administration / Organization","https://nen.nasa.gov/web/11/viewall/-/viewall/2896"
"241",2918,"Pitt, Annette ","Start Transient Leak Detection System (STLDS)","Cryogenic propulsion systems use extremely cold propellants and high pressures to achieve the thrust-to-weight ratios required for space vehicles. Leakage from these systems during operation can cause changes in pressure within an enclosed fuselage (such as the Space Shuttle vehicle [SSV]) that are significant enough to be recognized as the initiation of a potentially catastrophic leak. Monitoring for these unexpected changes in pressure can allow detection of a leak in time to abort a launch and possibly prevent damage to or loss of the vehicle.","  Integrity of the SSV MPS/SSME following SSME start must be derived as acceptable based on historical data and satisfaction of prestart requirements.      
  Because there is no real-time leak detection following SSME start, it is possible to allow lift-off with a significant leak occurring.   </ul>","KSC",2010-05-20,"Aeronautics Research, ",FALSE,"Cryogenic Systems, Propulsion, Launch support systems, Vehicle concepts, Risk management, Reliability, Level II/III requirements definition, ",247,3,"Cryogenic Systems","https://nen.nasa.gov/web/11/viewall/-/viewall/2918"
"242",3221,"Unknown","Location of Hydraulic  Check Valve Prevented  Leak Testing of Flex hose Using Ground Pumping Unit [GSE]","The location of the check valve in the hydraulic filter module of the Ground Pumping Unit prevented ground supply pressure to be applied the supply flex hose. The location of the check valve should have been designed to provide leak testing of the supply hose using the ground pumping unit. In the future, consider removal and replacement of line replacement units (LRUs) when locating check valves in flight fluid systems.","The location of check valve should have been designed to provide leak testing of the supply hose using the ground pumping unit. Eventually (per MCR 19092) the check valve was relocated to the ""other"" end of the supply hose at the main pump outlet.","KSC",2010-05-20,"Space Operations, ",FALSE,"Entry Systems, Engineering design and project processes and standards, ",248,3,"Entry Systems","https://nen.nasa.gov/web/11/viewall/-/viewall/3221"
"243",2977,"Pitt, Annette ","Space Shuttle Propulsion Systems Ground Processing Lessons Learned","Todayês space vehicle propulsion systems are complex, have many interfaces, and are costly to operate. New technologies are being developed to significantly reduce the inefficiencies built into todayês systems. The Operationally Efficient Propulsion System Study (OEPSS) was initiated by NASA in April 1989 to identify operations problems and cost drivers for current propulsion systems and to identify technology and design approaches to increase the operational efficiency and reduce operations cost for future propulsion systems. The results of the OEPSS were included in four data books: 
  The OEPSS Data Book Volume I provided ground operations data.   
  The OEPSS Data Book Volume II provided a definition of the 25 propulsion-related ground operations problems.   
  The OEPSS Data Book Volume III provided operations technologies that could improve ground processing of propulsion systems.   
  The OEPSS Data Book Volume IV provided design concepts for new space vehicle propulsion systems.   </ul>
These four data books are intended for use by designers/developers of future space launch vehicles.","Servicing the Space Shuttle propulsion systems required too many people and too much time, at a high cost. NASA/KSC performed the Operationally Efficient Propulsion System Study (OEPSS) to document major operational problems or concerns with the design of these propulsion systems. The study documents 25 major operations problems. Starting with the most pervasive, they include the following: 
      Closed aft compartment 
      Hydraulic systems 
      Ocean recovery/refurbishment 
      Separate OMS/RCS 
      Gimbal system 
      Sophisticated heat shield 
      GN2/GHe purge 
      Excess interfaces      
The OEPSS study provides data related to inefficiencies in processing the Space Shuttle propulsion systems. OEPSS Data Book Volume I contains ground operations data. OEPSS Data Book Volume II defines the 25 propulsion-related ground operations problems. OEPSS Data Book Volume III contains operations technologies that could improve ground processing of propulsion systems. And finally, OEPSS Data Book Volume IV provides design concepts for new space vehicle propulsion systems. In summary, the study identified existing or needed technologies that would improve processing efficiencies if applied to new systems during development.","KSC",2010-05-19,"Exploration Systems, Space Operations, ",FALSE,"Flight Equipment, Ground Equipment, Ground Operations, Launch Process, Launch Vehicle, Launch Systems, Propulsion, Ground processing and manifesting, Ground support systems, Launch support systems, Logistics and maintenance, Configuration control and data management, DDT/E, Requirements critical to costing and cost credibility, Vehicle concepts, Acquisition / procurement strategy and planning, Contractor relationships, Cross Agency coordination, Engineering design and project processes and standards, Level II/III requirements definition, Long term sustainability and maintenance planning, Systems analysis - cost analysis, ",249,27,"Flight Equipment","https://nen.nasa.gov/web/11/viewall/-/viewall/2977"
"244",3036,"Unknown","Ground Support Equipment (GSE) Maintenance Requirements","The use of time-cycle intervals (such as a 360-day interval) for equipment maintenance is more applicable to ground support equipment (GSE) components that degrade within a given interval than to Operations Maintenance Requirement Systems Document (OMRSD) File VI maintenance requirements. By tailoring the maintenance interval to the type of maintenance to be performed, maintenance is more efficient and fewer due dates are missed.","A time-cycle interval appears to be better suited for situations where GSE components degrade within a given known interval and not for those where routine preventive maintenance is being performed.","KSC",2010-05-19,"Space Operations, ",FALSE,"Ground processing and manifesting, ",250,2,"Ground processing and manifesting","https://nen.nasa.gov/web/11/viewall/-/viewall/3036"
"245",3516,"Oberhettinger, David ","Lithium-Ion Battery Fire","A lithium-ion battery undergoing characterization testing in a basement laboratory overheated, caught fire, and detonated, funneling toxic fumes into the two upper floors of the office building and forcing its evacuation for several days. Conduct a hazard assessment specific to the battery type, assure that research-type battery testing and storage conforms to safety standards, reassess the potential for exhaust systems to spread fumes throughout a building, and implement test configuration improvements for batteries to be used by flight projects.","    The potential hazards of battery testing and storage suggest that the handling of batteries undergoing research and development should meet safety standards similar to those governing handling of flight batteries. There may be other hazardous research and development testing at JPL where test personnel are not aware of, or not trained in, the assessment of safety risks. The battery test was a research and development activity and not the flight hardware validation that is explicitly governed by Reference (4).

  <br/>  Battery fires are not unusual occurrences, as batteries are sometimes tested to failure. However, the hazardous battery test procedures that led to the incident did not have adequate fault protection controls.

  <br/>  The fire alarm triggered the evacuation of the office building. Combustion products from the battery fire in the bunker entered the ventilation intakes for the upper floors of the office building.

  <br/>  In addition to facility lessons learned, the incident suggests test configuration improvements for implementation by flight projects that wish to use similar Li-ion batteries.    ","JPL",2010-05-18,"Aeronautics Research, Science, Exploration Systems, ",TRUE,"Accident Investigation, Energetic Materials - Explosive / Propellant / Pyrotechnic, Facilities, Fire Protection, Ground Equipment, Hardware, Hazardous / Toxic Waste / Materials, Occupational Health, Risk Management / Assessment, Safety & Mission Assurance, Test Article, Test Facility, Environmental Control and Life Support Systems, Power, Spacecraft and Spacecraft Instruments, Advanced planning of safety systems, Early requirements and standards definition, Product Assurance, ",251,18,"Accident Investigation","https://nen.nasa.gov/web/11/viewall/-/viewall/3516"
"246",3097,"Pitt, Annette ","Impurities in Propellant-Grade Ammonia Can Lead to Corrosion and Poor Hardware Performance","Leaks in the Space Shuttle ammonia boiler system, as well as a single instance of a boiler shutdown during postflight operation, led to a review of the materials and processes used in the ammonia boiler. Failure analysis was performed and concluded that the corrosion was caused by high levels of chloride in the procured ammonia and that the shutdown was due to high levels of polyethylene oxide (PEO) in the propellant-grade ammonia. Since the switch to higher-purity, technical-grade ammonia, there have been no ammonia boiler leaks or shutdowns.","High levels of chlorides in propellant-grade ammonia attack the base metal of the boiler (347 stainless steel) and initiate pitting corrosion. Moisture provides the required electrolyte to support the corrosion process. In addition, the propellant-grade ammonia had higher levels of other contaminants, specifically polyethylene oxide (PEO). The PEO is a plasticizer that can clog heat exchanger passages, significantly reducing performance.","KSC",2010-05-18,"Space Operations, ",FALSE,"Environmental Control and Life Support Systems, Engineering design and project processes and standards, Long term sustainability and maintenance planning, ",252,24,"Environmental Control and Life Support Systems","https://nen.nasa.gov/web/11/viewall/-/viewall/3097"
"247",2696,"Unknown","Substation Arc Flash Mishap","On Monday, September 24, 2007, at approximately 12:50 pm Central Daylight Time (CDT), a worker suffered second degree burns to the hands as a result of exposure to an electrical arc flash.  The arc flash was caused by an electrical short while servicing a kilowatt-hour meter; located at Stennis Space Centers Test Complex Area Building 4400.  Since Worker 1 was hospitalized for inpatient care within 30 days of the incident, the incident was classified as a Type B Mishap in accordance with NPR 8621.1B, reference NASA IRIS incident number 2007-267-00006.    <br/><br/>The proximate (direct) causes leading to the mishap are listed below:<br/><br/>1. Meter Panel Assembly (MPA) being serviced by the worker was in an electrically energized state<br/>2. Worker 1 opened MPA knife switches in preparation to review the kilowatt meter<br/>3. Energized knife switch blades extended beyond plane of MPA cover opening<br/>4. Worker 1 was not wearing leather protected, voltage rated gloves (PPE)<br/>5. Worker 1 was not being monitored by another worker (i.e. buddy system) <br/>6. Worker 1 placed metal MPA cover back onto the MPA enclosure<br/>7. Metal MPA cover contacted the electrically energized knife switch blades causing electrical arc flash at MPA<br/>","     Failure to implement a Safety First type of philosophy amongst employees may lead to safety incidents.       Without proper contract surveillance, incompliance with critical contractual and safety regulations (Occupational Safety and Health Act, OSHA) may not be identified and lead to safety incidents.       Failure to thoroughly assess the hazards of a job/task prior to performing the task may lead to safety incidents.        Failure to clearly identify alternative means of performing work on energized systems results in hazardous work that is avoidable.       Failure to verify proper training and apply thorough supervision may lead to safety incidents.       Failure of all parties to clearly communicate the impacts of an outage will result in the misconception that the outage cannot be scheduled and planned appropriately and result in pressures to perform work on energized systems that is avoidable.      ","SSC",2010-05-18,"Space Operations, ",TRUE,"Categories, Safety and Mission Assurance, Facilities, Personal Protective Equipment, Maintenance, ",253,17,"Categories","https://nen.nasa.gov/web/11/viewall/-/viewall/2696"
